order_id,order_date,customer_name,product,category,quantity,unit_price,total_amount,region
3269,11/7/2024,  maham malik ,MOUSE,Electronics,3,1200,3600,Central
3270,12/19/2024,  adeel noor ,Smart Watch,Electronics,3,4500,13500,South
3271,6/14/2024,  sara raza ,Backpack,Fashion,2,1500,3000,North
3272,11/26/2024,  umer ali ,T-SHIRT,Fashion,2,800,1600,East
3273,8/28/2024,  sara khan ,BACKPACK,Fashion,1,1500,1500,East
3274,5/10/2024,  asad khan ,Keyboard,Electronics,4,1800,7200,East
3275,3/1/2024,  umer raza ,MOUSE,Electronics,2,1200,2400,South
3276,6/15/2024,  maham sheikh ,Sports Shoes,Footwear,1,3200,3200,Central
3277,3/1/2024,  anum mehmood ,T-Shirt,Fashion,5,800,4000,East
3278,3/10/2024,  anum sheikh ,Keyboard,Electronics,3,1800,5400,North
3279,4/19/2024,  shahzad hassan ,T-Shirt,Fashion,1,800,800,South
3280,7/17/2024,  none ,Sneakers,Footwear,2,3500,7000,South
3281,8/10/2024,  asad raza ,T-Shirt,Fashion,5,800,4000,East
3282,9/5/2024,  adeel raza ,SMART WATCH,Electronics,3,4500,13500,North
3283,6/13/2024,  ayesha noor ,Handbag,Fashion,2,2800,5600,East
3284,4/30/2024,  imran malik ,NONE,Fashion,5,2800,14000,Central
3285,8/19/2024,  asad mehmood ,Sneakers,Footwear,5,3500,17500,Central
3286,2/11/2024,  shahzad mehmood ,LAPTOP STAND,Accessories,4,2000,8000,West
3287,2/8/2024,  shahzad hassan ,Backpack,Fashion,2,1500,3000,North
3288,12/9/2024,  shahzad tariq ,Mouse,Electronics,2,1200,2400,South
3289,1/24/2024,  ali noor ,KEYBOARD,Electronics,3,1800,5400,North
3290,7/12/2024,  umer ahmad ,Smart Watch,Electronics,2,4500,9000,South
3291,4/4/2024,  anum ahmad ,SPORTS SHOES,Footwear,5,3200,16000,East
3292,5/19/2024,  sara mehmood ,T-SHIRT,Fashion,5,800,4000,North
3293,6/11/2024,  sara hassan ,Backpack,Fashion,5,1500,7500,South
3294,11/16/2024,  sara sheikh ,Sneakers,Footwear,4,3500,14000,Central
3295,7/14/2024,  adeel hassan ,HEADPHONES,Electronics,1,2500,2500,Central
3296,1/5/2024,  umer raza ,Sneakers,Footwear,5,3500,17500,South
3297,2/25/2024,  ayesha tariq ,Mouse,Electronics,2,1200,2400,Central
3298,8/7/2024,  sara malik ,Keyboard,Electronics,1,1800,1800,Central
3299,9/23/2024,  ali raza ,SPORTS SHOES,Footwear,1,3200,3200,North
3300,2/25/2024,  ali malik ,Headphones,Electronics,2,2500,5000,North
3301,9/29/2024,  imran hassan ,BACKPACK,Fashion,3,1500,4500,South
3302,7/24/2024,  asad mehmood ,HANDBAG,Fashion,5,2800,14000,West
3303,3/21/2024,  umer hassan ,T-Shirt,Fashion,3,800,2400,East
3304,10/10/2024,  shahzad ali ,HEADPHONES,Electronics,5,2500,12500,North
3305,5/2/2024,  maham ali ,Backpack,Fashion,2,1500,3000,Central
3306,5/1/2024,  imran raza ,Laptop Stand,Accessories,5,2000,10000,
3307,8/16/2024,  asad tariq ,Smart Watch,Electronics,4,4500,18000,East
3308,6/28/2024,  sara hassan ,LAPTOP STAND,Accessories,1,2000,2000,South
3309,12/7/2024,  maham tariq ,Backpack,Fashion,2,1500,3000,East
3310,6/28/2024,  ali ali ,Keyboard,Electronics,2,1800,3600,Central
3311,9/22/2024,  ayesha hassan ,Keyboard,Electronics,1,1800,1800,Central
3312,7/4/2024,  imran hassan ,Smart Watch,Electronics,2,4500,9000,West
3313,8/24/2024,  imran ali ,Laptop Stand,Accessories,4,2000,8000,East
3314,3/8/2024,  imran raza ,None,Electronics,5,2500,12500,West
3315,9/16/2024,  imran noor ,Sports Shoes,Footwear,1,3200,3200,South
3316,3/3/2024,  shahzad hassan ,HANDBAG,Fashion,2,2800,5600,West
3317,9/15/2024,  ali khan ,Headphones,Electronics,1,2500,2500,West
3318,7/27/2024,  asad malik ,T-Shirt,Fashion,4,800,3200,West
3319,8/5/2024,  maham sheikh ,Laptop Stand,Accessories,3,2000,6000,North
3320,9/1/2024,  ayesha malik ,Backpack,Fashion,3,1500,4500,West
3321,5/29/2024,  adeel raza ,HANDBAG,Fashion,3,2800,8400,Central
3322,10/1/2024,  maham ahmad ,Mouse,Electronics,1,1200,1200,West
3323,12/26/2024,  sara noor ,HANDBAG,Fashion,1,2800,2800,Central
3324,3/18/2024,  umer raza ,SNEAKERS,Footwear,3,3500,10500,South
3325,11/26/2024,  imran ahmad ,SNEAKERS,Footwear,3,3500,10500,South
3326,2/4/2024,  anum sheikh ,HANDBAG,Fashion,5,2800,14000,South
3327,7/6/2024,  maham raza ,Keyboard,Electronics,4,1800,7200,North
3328,9/10/2024,  shahzad sheikh ,Keyboard,Electronics,2,1800,3600,West
3329,4/27/2024,  sara mehmood ,SPORTS SHOES,Footwear,4,3200,12800,Central
3330,9/8/2024,  umer raza ,T-Shirt,Fashion,3,800,2400,East
3331,11/3/2024,  imran tariq ,Sneakers,Footwear,4,3500,14000,North
3332,12/11/2024,  shahzad noor ,T-SHIRT,Fashion,4,800,3200,Central
3333,9/13/2024,  ali noor ,Keyboard,Electronics,5,1800,9000,Central
3334,2/4/2024,  imran ahmad ,Backpack,Fashion,5,1500,7500,North
3335,10/2/2024,  sara sheikh ,Keyboard,Electronics,4,1800,7200,
3336,2/8/2024,  adeel sheikh ,Backpack,Fashion,3,1500,4500,South
3337,9/15/2024,  sara tariq ,T-Shirt,Fashion,2,800,1600,South
3338,2/12/2024,  imran ahmad ,LAPTOP STAND,Accessories,1,2000,2000,West
3339,7/25/2024,  asad raza ,Handbag,Fashion,4,2800,11200,East
3340,3/4/2024,  adeel sheikh ,SMART WATCH,Electronics,2,4500,9000,Central
3341,2/6/2024,  ayesha hassan ,Laptop Stand,Accessories,1,2000,2000,South
3342,11/9/2024,  anum tariq ,Laptop Stand,Accessories,3,2000,6000,West
3343,1/5/2024,  sara raza ,Headphones,Electronics,4,2500,10000,West
3344,3/12/2024,  adeel noor ,LAPTOP STAND,Accessories,5,2000,10000,East
3345,3/14/2024,  adeel khan ,Keyboard,Electronics,5,1800,9000,Central
3346,4/12/2024,  anum hassan ,T-Shirt,Fashion,2,800,1600,Central
3347,2/3/2024,  ali hassan ,Laptop Stand,Accessories,-5,2000,10000,North
3348,9/11/2024,  imran noor ,Smart Watch,Electronics,2,4500,9000,West
3349,3/25/2024,  anum raza ,Backpack,Fashion,4,1500,6000,East
3350,11/5/2024,  asad khan ,SNEAKERS,Footwear,5,3500,17500,East
3351,8/16/2024,  adeel tariq ,Keyboard,Electronics,2,1800,3600,South
3352,1/11/2024,  adeel khan ,Backpack,Fashion,3,1500,4500,
3353,5/7/2024,  anum noor ,T-Shirt,Fashion,5,800,4000,South
3354,9/25/2024,  imran mehmood ,Sports Shoes,Footwear,1,3200,3200,Central
3355,11/17/2024,  asad hassan ,Backpack,Fashion,1,1500,1500,South
3356,7/15/2024,  ayesha sheikh ,Laptop Stand,Accessories,3,2000,6000,West
3357,11/16/2024,  sara hassan ,Backpack,Fashion,3,1500,4500,North
3358,1/23/2024,  ali hassan ,Laptop Stand,Accessories,5,2000,10000,East
3359,1/1/2024,  maham raza ,Sports Shoes,Footwear,3,3200,9600,Central
3360,12/17/2024,  umer ahmad ,Handbag,Fashion,1,2800,2800,South
3361,4/19/2024,  anum mehmood ,LAPTOP STAND,Accessories,5,2000,10000,Central
3362,8/10/2024,  umer tariq ,Keyboard,Electronics,1,1800,1800,West
3363,4/8/2024,  ali ahmad ,Keyboard,Electronics,5,1800,9000,Central
3364,8/24/2024,  umer tariq ,SPORTS SHOES,Footwear,1,3200,3200,South
3365,7/4/2024,  anum noor ,SNEAKERS,Footwear,3,3500,10500,West
3366,10/27/2024,  umer noor ,Headphones,Electronics,5,2500,12500,North
3367,10/14/2024,  ali sheikh ,KEYBOARD,Electronics,5,1800,9000,Central
3368,2/20/2024,  ayesha ali ,Sneakers,Footwear,3,3500,10500,East
3369,12/3/2024,  ali ahmad ,None,Footwear,3,3500,10500,Central
3370,5/13/2024,  shahzad tariq ,Sports Shoes,Footwear,1,3200,3200,West
3371,10/2/2024,  anum noor ,Mouse,Electronics,3,1200,3600,West
3372,4/13/2024,  sara khan ,Sports Shoes,Footwear,2,3200,6400,Central
3373,10/30/2024,  umer ali ,Keyboard,Electronics,2,1800,3600,North
3374,11/30/2024,  ali tariq ,SPORTS SHOES,Footwear,4,3200,12800,
3375,2/3/2024,  maham mehmood ,Mouse,Electronics,5,1200,6000,East
3376,5/21/2024,  asad mehmood ,SPORTS SHOES,Footwear,5,3200,16000,North
3377,1/31/2024,  anum ahmad ,Mouse,Electronics,1,1200,1200,West
3378,3/8/2024,  shahzad raza ,Backpack,Fashion,5,1500,7500,North
3379,1/25/2024,  imran tariq ,HEADPHONES,Electronics,1,2500,2500,East
3380,11/7/2024,  ayesha raza ,Backpack,Fashion,4,1500,6000,North
3381,8/6/2024,  none ,Laptop Stand,Accessories,2,2000,4000,North
3382,5/17/2024,  umer raza ,KEYBOARD,Electronics,3,1800,5400,East
3383,2/2/2024,  maham sheikh ,None,Fashion,4,1500,6000,West
3384,5/29/2024,  adeel sheikh ,Laptop Stand,Accessories,4,2000,8000,South
3385,8/19/2024,  maham sheikh ,Backpack,Fashion,4,1500,6000,Central
3386,12/17/2024,  umer noor ,Mouse,Electronics,1,1200,1200,North
3387,9/16/2024,  sara raza ,Headphones,Electronics,2,2500,5000,South
3388,1/20/2024,  maham hassan ,SNEAKERS,Footwear,5,3500,17500,East
3389,7/7/2024,  ali raza ,T-Shirt,Fashion,4,800,3200,North
3390,11/12/2024,  asad sheikh ,Mouse,Electronics,1,1200,1200,East
3391,9/30/2024,  umer hassan ,LAPTOP STAND,Accessories,1,2000,2000,Central
3392,6/14/2024,  adeel ali ,HEADPHONES,Electronics,3,2500,7500,West
3393,11/16/2024,  adeel noor ,HANDBAG,Fashion,1,2800,2800,North
3394,9/20/2024,  adeel raza ,HEADPHONES,Electronics,3,2500,7500,West
3395,4/21/2024,  ali sheikh ,Handbag,Fashion,3,2800,8400,East
3396,4/22/2024,  adeel sheikh ,Smart Watch,Electronics,1,4500,4500,South
3397,6/27/2024,  shahzad noor ,None,Electronics,3,2500,7500,Central
3398,6/25/2024,  sara noor ,Mouse,Electronics,5,1200,6000,North
3399,12/21/2024,  shahzad khan ,BACKPACK,Fashion,5,1500,7500,North
3400,1/14/2024,  ayesha tariq ,Handbag,Fashion,1,2800,2800,South
3401,3/27/2024,  anum tariq ,Laptop Stand,Accessories,2,2000,4000,West
3402,1/17/2024,  none ,T-Shirt,Fashion,1,800,800,North
3403,4/11/2024,  none ,SPORTS SHOES,Footwear,5,3200,16000,
3404,5/27/2024,  imran ahmad ,BACKPACK,Fashion,3,1500,4500,Central
3405,5/18/2024,  adeel tariq ,T-Shirt,Fashion,1,800,800,North
3406,11/2/2024,  adeel khan ,Sneakers,Footwear,2,3500,7000,Central
3407,4/27/2024,  ali mehmood ,Mouse,Electronics,1,1200,1200,North
3408,9/10/2024,  sara ali ,HEADPHONES,Electronics,-1,2500,10000,East
3409,1/26/2024,  maham sheikh ,Mouse,Electronics,1,1200,1200,Central
3410,5/21/2024,  sara malik ,MOUSE,Electronics,4,1200,4800,West
3411,1/6/2024,  ali khan ,Laptop Stand,Accessories,1,2000,2000,South
3412,5/4/2024,  anum noor ,Mouse,Electronics,5,1200,6000,East
3413,5/19/2024,  adeel sheikh ,Sneakers,Footwear,2,3500,7000,
3414,11/9/2024,  sara raza ,SPORTS SHOES,Footwear,3,3200,9600,South
3415,6/5/2024,  asad ahmad ,Headphones,Electronics,1,2500,2500,West
3416,4/17/2024,  adeel hassan ,T-Shirt,Fashion,1,800,800,North
3417,7/5/2024,  ayesha sheikh ,SNEAKERS,Footwear,5,3500,17500,North
3418,10/7/2024,  imran hassan ,Headphones,Electronics,2,2500,5000,North
3419,2/10/2024,  umer tariq ,Backpack,Fashion,2,1500,3000,East
3420,4/14/2024,  maham hassan ,Smart Watch,Electronics,5,4500,22500,West
3421,12/1/2024,  imran malik ,Mouse,Electronics,5,1200,6000,Central
3422,12/8/2024,  none ,SNEAKERS,Footwear,5,3500,17500,North
3423,1/18/2024,  asad malik ,SPORTS SHOES,Footwear,3,3200,9600,Central
3424,4/18/2024,  maham ali ,Mouse,Electronics,1,1200,1200,West
3425,11/30/2024,  ayesha mehmood ,Keyboard,Electronics,5,1800,9000,Central
3426,5/8/2024,  imran noor ,LAPTOP STAND,Accessories,5,2000,10000,East
3427,6/3/2024,  ayesha ali ,HEADPHONES,Electronics,4,2500,10000,Central
3428,5/31/2024,  adeel tariq ,Mouse,Electronics,5,1200,6000,West
3429,8/8/2024,  umer hassan ,Backpack,Fashion,1,1500,1500,Central
3430,6/1/2024,  maham hassan ,KEYBOARD,Electronics,4,1800,7200,South
3431,8/15/2024,  imran sheikh ,SNEAKERS,Footwear,3,3500,10500,East
3432,10/12/2024,  ayesha mehmood ,Handbag,Fashion,1,2800,2800,North
3433,12/4/2024,  anum hassan ,Keyboard,Electronics,4,1800,7200,South
3434,5/18/2024,  maham sheikh ,Keyboard,Electronics,3,1800,5400,East
3435,3/10/2024,  umer raza ,BACKPACK,Fashion,3,1500,4500,West
3436,8/16/2024,  sara sheikh ,T-SHIRT,Fashion,1,800,800,South
3437,5/30/2024,  ayesha khan ,Mouse,Electronics,3,1200,3600,East
3438,1/28/2024,  maham malik ,T-Shirt,Fashion,4,800,3200,West
3439,11/2/2024,  shahzad raza ,Handbag,Fashion,5,2800,14000,East
3440,1/6/2024,  imran ali ,HANDBAG,Fashion,1,2800,2800,South
3441,1/22/2024,  maham mehmood ,HANDBAG,Fashion,5,2800,14000,South
3442,9/6/2024,  ali ahmad ,T-SHIRT,Fashion,2,800,1600,West
3443,3/6/2024,  maham khan ,Smart Watch,Electronics,4,4500,18000,West
3444,5/5/2024,  sara khan ,Mouse,Electronics,2,1200,2400,East
3445,6/15/2024,  umer sheikh ,Smart Watch,Electronics,1,4500,4500,West
3446,4/24/2024,  shahzad malik ,Sports Shoes,Footwear,5,3200,16000,West
3447,2/29/2024,  ali khan ,Handbag,Fashion,1,2800,2800,North
3448,5/23/2024,  sara ali ,KEYBOARD,Electronics,4,1800,7200,East
3449,6/15/2024,  shahzad raza ,SPORTS SHOES,Footwear,5,3200,16000,North
3450,12/21/2024,  sara noor ,Headphones,Electronics,1,2500,2500,West
3451,5/31/2024,  maham hassan ,Sneakers,Footwear,5,3500,17500,Central
3452,11/23/2024,  asad raza ,SPORTS SHOES,Footwear,3,3200,9600,East
3453,10/4/2024,  shahzad khan ,Sneakers,Footwear,5,3500,17500,North
3454,5/3/2024,  maham hassan ,Laptop Stand,Accessories,5,2000,10000,East
3455,7/26/2024,  imran tariq ,Sneakers,Footwear,5,3500,17500,South
3456,7/10/2024,  sara malik ,LAPTOP STAND,Accessories,4,2000,8000,Central
3457,3/31/2024,  anum sheikh ,Sneakers,Footwear,5,3500,17500,East
3458,6/14/2024,  adeel khan ,T-Shirt,Fashion,1,800,800,East
3459,4/18/2024,  asad noor ,Smart Watch,Electronics,2,4500,9000,West
3460,6/23/2024,  maham ali ,Mouse,Electronics,-4,1200,2400,Central
3461,8/22/2024,  asad sheikh ,Headphones,Electronics,4,2500,10000,North
3462,6/26/2024,  asad mehmood ,Laptop Stand,Accessories,5,2000,10000,East
3463,8/9/2024,  none ,Backpack,Fashion,5,1500,7500,North
3464,7/9/2024,  umer khan ,MOUSE,Electronics,1,1200,1200,Central
3465,5/2/2024,  umer mehmood ,Laptop Stand,Accessories,2,2000,4000,Central
3466,6/29/2024,  maham ali ,Headphones,Electronics,1,2500,2500,East
3467,8/31/2024,  shahzad ahmad ,MOUSE,Electronics,1,1200,1200,Central
3468,8/4/2024,  asad sheikh ,T-Shirt,Fashion,4,800,3200,Central
3469,7/5/2024,  sara tariq ,Keyboard,Electronics,5,1800,9000,Central
3470,11/2/2024,  umer khan ,HEADPHONES,Electronics,4,2500,10000,South
3471,8/28/2024,  ali ali ,SMART WATCH,Electronics,2,4500,9000,Central
3472,9/17/2024,  asad hassan ,LAPTOP STAND,Accessories,1,2000,2000,West
3473,6/12/2024,  anum malik ,Smart Watch,Electronics,3,4500,13500,South
3474,1/9/2024,  shahzad malik ,Laptop Stand,Accessories,1,2000,2000,West
3475,6/3/2024,  ali khan ,Handbag,Fashion,4,2800,11200,West
3476,8/9/2024,  ali sheikh ,Backpack,Fashion,2,1500,3000,North
3477,9/17/2024,  ali malik ,BACKPACK,Fashion,4,1500,6000,East
3478,10/18/2024,  anum raza ,MOUSE,Electronics,1,1200,1200,Central
3479,2/20/2024,  anum malik ,None,Footwear,1,3500,3500,Central
3480,11/8/2024,  shahzad hassan ,HANDBAG,Fashion,1,2800,2800,East
3481,4/1/2024,  umer noor ,Keyboard,Electronics,-1,1800,1800,East
3482,4/8/2024,  shahzad noor ,Sneakers,Footwear,1,3500,3500,West
3483,4/29/2024,  imran khan ,HEADPHONES,Electronics,3,2500,7500,North
3484,5/12/2024,  anum noor ,Sports Shoes,Footwear,1,3200,3200,South
3485,11/6/2024,  ayesha raza ,Headphones,Electronics,3,2500,7500,Central
3486,4/3/2024,  asad mehmood ,Sneakers,Footwear,2,3500,7000,South
3487,7/11/2024,  ali hassan ,MOUSE,Electronics,1,1200,1200,West
3488,11/21/2024,  asad noor ,Sports Shoes,Footwear,2,3200,6400,North
3489,12/13/2024,  ali tariq ,Handbag,Fashion,3,2800,8400,Central
3490,12/14/2024,  anum khan ,LAPTOP STAND,Accessories,1,2000,2000,North
3491,1/22/2024,  ali raza ,SNEAKERS,Footwear,1,3500,3500,Central
3492,10/25/2024,  sara tariq ,Sneakers,Footwear,2,3500,7000,North
3493,9/5/2024,  shahzad ahmad ,Handbag,Fashion,4,2800,11200,South
3494,3/6/2024,  asad noor ,Handbag,Fashion,1,2800,2800,North
3495,7/23/2024,  imran noor ,Sports Shoes,Footwear,3,3200,9600,North
3496,3/17/2024,  ayesha mehmood ,Keyboard,Electronics,1,1800,1800,South
3497,8/8/2024,  asad raza ,MOUSE,Electronics,2,1200,2400,East
3498,6/12/2024,  adeel mehmood ,Keyboard,Electronics,3,1800,5400,North
3499,10/5/2024,  ayesha malik ,LAPTOP STAND,Accessories,3,2000,6000,East
3500,7/4/2024,  umer noor ,Backpack,Fashion,2,1500,3000,North
3501,8/20/2024,  ayesha ahmad ,Sneakers,Footwear,2,3500,7000,West
3502,9/4/2024,  shahzad mehmood ,LAPTOP STAND,Accessories,2,2000,4000,Central
3503,2/4/2024,  anum malik ,Backpack,Fashion,4,1500,6000,West
3504,5/17/2024,  shahzad noor ,Handbag,Fashion,3,2800,8400,East
3505,1/3/2024,  ali raza ,Backpack,Fashion,1,1500,1500,South
3506,11/29/2024,  umer malik ,T-SHIRT,Fashion,2,800,1600,West
3507,11/23/2024,  imran ahmad ,Keyboard,Electronics,2,1800,3600,North
3508,9/17/2024,  ayesha ali ,Headphones,Electronics,5,2500,12500,East
3509,1/20/2024,  asad ali ,Mouse,Electronics,5,1200,6000,North
3510,10/16/2024,  anum ahmad ,Sports Shoes,Footwear,1,3200,3200,South
3511,11/4/2024,  anum mehmood ,Headphones,Electronics,4,2500,10000,West
3512,1/5/2024,  shahzad hassan ,Sneakers,Footwear,3,3500,10500,North
3513,3/21/2024,  asad tariq ,LAPTOP STAND,Accessories,2,2000,4000,West
3514,5/2/2024,  shahzad noor ,Mouse,Electronics,5,1200,6000,South
3515,5/27/2024,  imran mehmood ,SPORTS SHOES,Footwear,1,3200,3200,South
3516,11/13/2024,  adeel mehmood ,Keyboard,Electronics,2,1800,3600,South
3517,8/27/2024,  sara hassan ,Headphones,Electronics,2,2500,5000,Central
3518,5/29/2024,  maham malik ,Mouse,Electronics,5,1200,6000,South
3519,11/7/2024,  umer noor ,Sneakers,Footwear,5,3500,17500,North
3520,6/28/2024,  anum noor ,Handbag,Fashion,4,2800,11200,Central
3521,8/17/2024,  asad raza ,Headphones,Electronics,3,2500,7500,West
3522,7/23/2024,  maham malik ,Handbag,Fashion,4,2800,11200,
3523,12/3/2024,  imran ahmad ,Keyboard,Electronics,3,1800,5400,North
3524,1/29/2024,  adeel sheikh ,Backpack,Fashion,4,1500,6000,South
3525,11/11/2024,  anum noor ,Sneakers,Footwear,5,3500,17500,
3526,12/20/2024,  ayesha sheikh ,Handbag,Fashion,3,2800,8400,West
3527,1/9/2024,  umer malik ,MOUSE,Electronics,3,1200,3600,East
3528,12/11/2024,  imran khan ,Sneakers,Footwear,2,3500,7000,East
3529,9/10/2024,  adeel sheikh ,Mouse,Electronics,5,1200,6000,West
3530,10/14/2024,  asad noor ,Sports Shoes,Footwear,1,3200,3200,East
3531,1/11/2024,  shahzad tariq ,Smart Watch,Electronics,1,4500,4500,West
3532,12/29/2024,  shahzad raza ,Mouse,Electronics,4,1200,4800,North
3533,7/31/2024,  adeel mehmood ,SPORTS SHOES,Footwear,5,3200,16000,South
3534,1/4/2024,  shahzad khan ,MOUSE,Electronics,4,1200,4800,West
3535,4/27/2024,  sara raza ,Sports Shoes,Footwear,5,3200,16000,Central
3536,5/20/2024,  imran ahmad ,T-SHIRT,Fashion,5,800,4000,North
3537,3/10/2024,  sara ahmad ,Keyboard,Electronics,2,1800,3600,South
3538,5/12/2024,  anum hassan ,BACKPACK,Fashion,1,1500,1500,North
3539,10/22/2024,  ayesha ali ,Backpack,Fashion,1,1500,1500,Central
3540,10/30/2024,  ali malik ,Mouse,Electronics,4,1200,4800,North
3541,2/10/2024,  maham noor ,Mouse,Electronics,4,1200,4800,South
3542,2/19/2024,  adeel ahmad ,LAPTOP STAND,Accessories,5,2000,10000,South
3543,9/6/2024,  shahzad tariq ,Sports Shoes,Footwear,2,3200,6400,North
3544,6/13/2024,  adeel mehmood ,Sports Shoes,Footwear,3,3200,9600,Central
3545,10/12/2024,  umer khan ,HEADPHONES,Electronics,3,2500,7500,East
3546,12/12/2024,  adeel hassan ,SNEAKERS,Footwear,4,3500,14000,South
3547,12/11/2024,  ali khan ,KEYBOARD,Electronics,2,1800,3600,North
3548,1/31/2024,  anum khan ,Headphones,Electronics,2,2500,5000,West
3549,10/27/2024,  anum ali ,Sports Shoes,Footwear,5,3200,16000,East
3550,2/6/2024,  ali malik ,Mouse,Electronics,3,1200,3600,Central
3551,6/18/2024,  adeel tariq ,Handbag,Fashion,5,2800,14000,South
3552,4/20/2024,  adeel raza ,Mouse,Electronics,1,1200,1200,South
3553,5/26/2024,  sara malik ,Backpack,Fashion,3,1500,4500,Central
3554,7/15/2024,  sara hassan ,HEADPHONES,Electronics,3,2500,7500,North
3555,4/6/2024,  sara ali ,T-SHIRT,Fashion,2,800,1600,Central
3556,4/2/2024,  adeel malik ,Headphones,Electronics,3,2500,7500,Central
3557,4/29/2024,  anum noor ,Keyboard,Electronics,5,1800,9000,Central
3558,10/14/2024,  adeel ali ,Backpack,Fashion,4,1500,6000,North
3559,9/29/2024,  shahzad ali ,Sneakers,Footwear,4,3500,14000,Central
3560,5/6/2024,  anum noor ,Handbag,Fashion,1,2800,2800,East
3561,7/9/2024,  asad sheikh ,SNEAKERS,Footwear,2,3500,7000,South
3562,7/2/2024,  anum noor ,Laptop Stand,Accessories,4,2000,8000,South
3563,6/6/2024,  adeel noor ,Handbag,Fashion,2,2800,5600,West
3564,2/15/2024,  anum noor ,Laptop Stand,Accessories,2,2000,4000,South
3565,8/4/2024,  asad mehmood ,T-Shirt,Fashion,4,800,3200,South
3566,9/23/2024,  sara noor ,Mouse,Electronics,2,1200,2400,West
3567,2/21/2024,  imran malik ,T-Shirt,Fashion,4,800,3200,South
3568,11/5/2024,  ali mehmood ,T-SHIRT,Fashion,2,800,1600,Central
3569,6/30/2024,  maham ali ,Laptop Stand,Accessories,2,2000,4000,West
3570,1/24/2024,  maham khan ,Smart Watch,Electronics,2,4500,9000,North
3571,4/19/2024,  anum malik ,Backpack,Fashion,1,1500,1500,South
3572,12/7/2024,  anum ahmad ,HEADPHONES,Electronics,1,2500,2500,
3573,5/10/2024,  imran raza ,Handbag,Fashion,5,2800,14000,West
3574,12/14/2024,  asad ahmad ,Headphones,Electronics,2,2500,5000,
3575,1/7/2024,  ayesha noor ,Keyboard,Electronics,4,1800,7200,Central
3576,10/7/2024,  none ,Keyboard,Electronics,5,1800,9000,West
3577,9/14/2024,  ali khan ,Headphones,Electronics,4,2500,10000,South
3578,10/13/2024,  asad hassan ,SPORTS SHOES,Footwear,3,3200,9600,East
3579,4/1/2024,  asad ali ,SPORTS SHOES,Footwear,5,3200,16000,Central
3580,11/2/2024,  ali hassan ,Sneakers,Footwear,1,3500,3500,West
3581,1/6/2024,  imran hassan ,Smart Watch,Electronics,2,4500,9000,West
3582,1/5/2024,  ayesha malik ,Backpack,Fashion,3,1500,4500,West
3583,9/26/2024,  asad raza ,SPORTS SHOES,Footwear,3,3200,9600,
3584,7/15/2024,  imran sheikh ,BACKPACK,Fashion,5,1500,7500,Central
3585,8/12/2024,  asad ahmad ,SNEAKERS,Footwear,5,3500,17500,South
3586,1/1/2024,  imran ali ,Sports Shoes,Footwear,4,3200,12800,Central
3587,2/25/2024,  umer raza ,Headphones,Electronics,4,2500,10000,Central
3588,7/22/2024,  shahzad ahmad ,Sports Shoes,Footwear,3,3200,9600,East
3589,11/21/2024,  asad noor ,LAPTOP STAND,Accessories,5,2000,10000,West
3590,12/6/2024,  sara sheikh ,None,Footwear,-4,3200,9600,Central
3591,5/18/2024,  maham malik ,SNEAKERS,Footwear,5,3500,17500,West
3592,8/9/2024,  asad malik ,LAPTOP STAND,Accessories,2,2000,4000,Central
3593,2/24/2024,  maham noor ,Sneakers,Footwear,3,3500,10500,East
3594,1/2/2024,  ali khan ,Keyboard,Electronics,1,1800,1800,North
3595,6/28/2024,  adeel sheikh ,T-Shirt,Fashion,5,800,4000,West
3596,12/26/2024,  ayesha raza ,Handbag,Fashion,4,2800,11200,East
3597,10/24/2024,  adeel ali ,SPORTS SHOES,Footwear,5,3200,16000,West
3598,11/17/2024,  anum sheikh ,SPORTS SHOES,Footwear,2,3200,6400,North
3599,8/22/2024,  ayesha tariq ,Smart Watch,Electronics,5,4500,22500,East
3600,1/8/2024,  adeel malik ,Handbag,Fashion,4,2800,11200,Central
3601,8/24/2024,  sara ahmad ,Sports Shoes,Footwear,2,3200,6400,West
3602,11/1/2024,  maham noor ,Handbag,Fashion,2,2800,5600,East
3603,9/24/2024,  asad noor ,T-Shirt,Fashion,3,800,2400,North
3604,6/1/2024,  asad ahmad ,T-Shirt,Fashion,2,800,1600,North
3605,3/8/2024,  sara hassan ,Laptop Stand,Accessories,1,2000,2000,North
3606,3/13/2024,  anum mehmood ,MOUSE,Electronics,4,1200,4800,Central
3607,5/21/2024,  maham hassan ,KEYBOARD,Electronics,3,1800,5400,West
3608,10/18/2024,  sara ahmad ,Backpack,Fashion,5,1500,7500,North
3609,6/23/2024,  none ,SPORTS SHOES,Footwear,2,3200,6400,West
3610,9/30/2024,  maham tariq ,Smart Watch,Electronics,2,4500,9000,West
3611,2/19/2024,  imran malik ,Smart Watch,Electronics,2,4500,9000,North
3612,10/20/2024,  shahzad ahmad ,T-Shirt,Fashion,2,800,1600,North
3613,12/2/2024,  asad malik ,HANDBAG,Fashion,2,2800,5600,West
3614,9/2/2024,  imran noor ,T-Shirt,Fashion,4,800,3200,South
3615,3/14/2024,  anum ahmad ,Smart Watch,Electronics,4,4500,18000,Central
3616,10/18/2024,  sara khan ,BACKPACK,Fashion,1,1500,1500,East
3617,6/10/2024,  sara noor ,Backpack,Fashion,1,1500,1500,South
3618,1/10/2024,  ali ali ,Laptop Stand,Accessories,4,2000,8000,West
